TIM_DAY,CONVERTED_CRD_CONS_PERS_LOAN,CONS_CRD_ORIG_FLAG,CRD_PROP_TNA_MAX,CONS_CRD_QTY_EVER,CONS_CRD_QTY_L30D,CONS_CRD_QTY_L90D,CONS_CRD_QTY_L180D,CONS_CRD_FIRST_ORIG_DATE,CONS_CRD_FIRST_AMT_USD,CONS_CRD_LAST_ORIG_DATE,CONS_CRD_LAST_AMT_USD,CONS_CRD_LAST_REMAINING_CAPITAL_USD,CONS_CRD_ACTIVE_FLAG,CRD_RISK_ANALYSIS_RATING_ID,CRD_RISK_ANALYSIS_SCORE,TOTAL_AMOUNT_ACCOUNT_MP,SCORE_BUREAU_1,RENDA_BUREAU,CONS_PROP_AVAILABLE_AMOUNT_USD,CONS_CRD_ON_QTY_EVER,SCORE_BUREAU_BOAVISTA,CUS_ACT_CRED_CARD_QTY,CUS_ACT_CRED_CARD_PREMIUM_QTY,CUS_ACT_CRED_CARD_GOLD_QTY,CUS_ACT_CRED_CARD_CLASSIC_QTY,CUS_BUYER_TGMV_USD_EVER,CUS_BUYER_TGMV_USD_L30D,CUS_BUYER_TGMV_USD_L60D,CUS_BUYER_TGMV_USD_L90D,CUS_BUYER_TGMV_QTY_ORDERS_EVER,CUS_BUYER_TGMV_QTY_ORDERS_L30D,CUS_BUYER_TGMV_QTY_ORDERS_L60D,CUS_BUYER_TGMV_QTY_ORDERS_L90D,CUS_BUYER_TGMV_QTY_ITEMS_EVER,CUS_BUYER_TGMV_QTY_ITEMS_L30D,CUS_BUYER_TGMV_QTY_ITEMS_L60D,CUS_BUYER_TGMV_QTY_ITEMS_L90D
25/03/2024,FALSE,TRUE,60,26,2,3,17,21/06/2023,167.82,18/03/2024,202.08,202.08,TRUE,B,61,0,867,6950,100.21,7,637,3,2,0,0,5338.34,2.52,37.36,109.54,131,1,3,4,137,1,3,4
25/03/2024,TRUE,TRUE,84,26,1,4,6,1/12/2021,5.37,29/02/2024,154.49,154.49,TRUE,A,500,0.13,560,1650,1.82,0,585,4,0,3,0,3877.19,0,06.02,298.59,97,0,1,11,220,0,1,22
25/03/2024,TRUE,TRUE,66,26,1,3,4,02/05/2021,16.74,24/03/2024,484.29,484.29,TRUE,A,500,25.77,868,4400,6.4,14,593,4,0,2,0,7230.87,93.85,295.69,346.1,191,1,12,13,198,1,12,13
25/03/2024,TRUE,TRUE,96,26,0,2,5,3/12/2020,30.59,22/02/2024,283.45,259.38,TRUE,A,500,91.15,904,3600,322.56,6,532,7,0,1,0,6895.82,143.41,227.32,557.75,270,5,7,16,358,5,7,16
25/03/2024,TRUE,TRUE,66,26,2,8,26,27/09/2023,45.56,26/02/2024,101.22,76.38,TRUE,A,500,399.09,742,2650,79.09,0,596,2,0,0,0,3271.58,109.63,517.13,531.36,73,4,11,12,76,4,13,14
25/03/2024,TRUE,TRUE,66,26,3,3,8,15/03/2022,17.04,06/03/2024,14.23,14.23,TRUE,A,500,09.09,920,1550,348.72,0,621,4,0,3,0,3775.18,65.77,65.77,65.77,65,2,2,2,73,2,2,2
25/03/2024,TRUE,TRUE,96,26,3,11,21,28/07/2023,95.46,19/03/2024,16.07,16.07,TRUE,A,500,465.24,609,1600,0.2,9,417,0,0,0,0,2348.75,37.96,174.83,252.06,44,1,2,3,59,1,2,3
25/03/2024,TRUE,TRUE,45,26,2,4,8,10/05/2022,117.17,23/02/2024,73.26,,FALSE,A,500,53.53,865,11600,192.4,9,551,1,0,0,0,10356.69,430.39,675.55,1019.89,330,23,36,50,380,25,40,54
25/03/2024,TRUE,TRUE,66,25,2,5,15,11/05/2023,03.05,11/03/2024,09.01,09.01,TRUE,A,500,33.5,495,5000,23.97,24,479,3,0,1,0,7369.14,223.81,538.4,780.08,308,8,14,22,452,11,17,30
25/03/2024,TRUE,TRUE,96,25,1,4,7,18/03/2021,8.89,29/02/2024,04.06,,FALSE,A,500,0,798,4400,323.7,1,682,3,0,2,0,7686.05,186.81,285.03,285.03,338,15,18,18,381,20,23,23
25/03/2024,TRUE,TRUE,66,25,0,3,7,30/11/2021,14.5,31/01/2024,115.36,,FALSE,A,500,1157.55,658,4500,535.1,3,572,1,0,0,0,5292.85,254.57,254.57,382.53,164,5,5,11,185,5,5,11
25/03/2024,TRUE,TRUE,66,25,1,11,17,10/06/2023,6.29,24/03/2024,20.45,20.45,TRUE,A,500,0,825,3800,42.46,5,628,2,0,2,0,2574.09,0,42.68,51.95,96,0,2,4,100,0,4,6
25/03/2024,TRUE,TRUE,69,25,7,13,19,09/04/2022,19.31,24/03/2024,10.09,10.09,TRUE,A,500,60.12,718,1250,19.42,11,548,5,0,3,0,2182.72,109.87,291.94,316.29,61,4,10,11,87,4,10,11
25/03/2024,TRUE,TRUE,66,25,2,3,4,16/06/2021,04.01,20/03/2024,14.98,14.98,TRUE,A,500,0,829,4250,514.06,0,742,6,3,3,0,5545.95,63.69,88.65,206.29,172,4,5,10,191,5,6,11
25/03/2024,TRUE,TRUE,84,25,0,2,2,04/06/2020,24.63,19/02/2024,240.8,,FALSE,A,500,110.68,593,3050,238.49,4,679,3,0,2,0,2429.47,0,0,0,41,0,0,0,51,0,0,0
25/03/2024,TRUE,TRUE,81,25,4,9,9,29/06/2020,19.02,20/03/2024,79.88,79.88,TRUE,A,500,228.68,591,6400,450.55,10,614,5,1,1,0,9719.43,82.86,250.46,802.7,253,6,8,13,274,6,8,13
25/03/2024,TRUE,TRUE,69,25,3,3,11,16/08/2023,2.12,24/03/2024,04.03,04.03,TRUE,A,500,0,813,10950,70.14,0,548,1,0,0,0,2213.23,0,0,0,108,0,0,0,116,0,0,0
25/03/2024,TRUE,TRUE,66,25,1,5,11,17/09/2021,53.79,27/02/2024,101.19,101.19,TRUE,D,537,0.2,516,4250,257.47,6,536,3,0,2,0,4500.94,0,74.24,99.42,203,0,4,6,251,0,5,8
25/03/2024,TRUE,TRUE,66,25,11,17,23,20/08/2021,11.88,21/03/2024,60.28,60.28,TRUE,A,500,129.14,779,4900,208.03,4,604,0,0,0,0,3812.58,0,0,511.99,229,0,0,6,243,0,0,6
25/03/2024,TRUE,TRUE,54,25,1,3,6,05/05/2022,70.41,18/03/2024,05.03,05.03,TRUE,C,500,123.61,421,3200,167.67,3,501,1,0,0,0,2905.02,58.52,189.81,222.77,78,3,4,5,113,3,4,8
25/03/2024,TRUE,TRUE,66,25,0,3,3,25/11/2019,28.86,31/01/2024,18.86,9.76,TRUE,A,500,0,778,3300,46.88,23,617,3,0,1,0,9294.02,34.41,327.91,402.45,315,2,12,14,441,2,13,15
25/03/2024,FALSE,TRUE,198,1,1,1,1,21/03/2024,04.02,21/03/2024,04.02,04.02,TRUE,C,500,0.01,416,1900,56.12,0,269,10,0,3,6,463.15,18.95,103.49,182.37,43,2,9,21,48,2,11,23
25/03/2024,FALSE,TRUE,228,19,0,2,5,20/03/2022,23.02,08/02/2024,118.03,,FALSE,F,150,0,393,1850,156.32,5,412,15,0,8,6,1880.29,128.36,291.15,399.95,112,8,14,19,170,13,21,30
25/03/2024,FALSE,TRUE,183,4,0,1,1,05/09/2020,18.51,17/01/2024,192.46,143.8,TRUE,C,500,0,585,3050,66.96,2,387,10,0,3,5,1091.98,0,202.6,447.82,63,0,17,26,64,0,18,27
25/03/2024,FALSE,TRUE,144,8,0,0,0,1/12/2021,17.55,20/03/2023,46.9,,FALSE,C,500,63.57,487,16500,102.81,3,461,24,6,5,8,1427.25,55.32,268.18,268.18,92,6,23,23,134,9,28,28
25/03/2024,FALSE,TRUE,150,25,2,4,7,12/05/2022,1.94,10/03/2024,46.7,46.7,TRUE,C,500,0.01,430,4300,0,1,316,16,2,4,9,1287.75,134.48,254.75,321.84,79,10,18,25,88,12,20,27
25/03/2024,FALSE,TRUE,183,7,0,0,2,27/11/2020,20.67,27/11/2023,30.92,,FALSE,C,500,50.93,250,3200,60.12,4,316,15,5,4,4,1992.95,171.83,387.42,387.42,74,8,14,14,91,8,14,14
25/03/2024,FALSE,TRUE,183,3,1,1,1,30/01/2022,62.7,23/02/2024,83.53,42.75,TRUE,C,500,6.27,487,3250,40.12,1,411,8,1,3,3,1475.53,225.62,371.55,371.55,48,11,16,16,63,17,29,29
25/03/2024,FALSE,TRUE,183,21,5,9,13,24/06/2022,28.61,23/03/2024,05.04,05.04,TRUE,C,500,0,400,4050,1.21,16,397,11,0,4,3,1550.06,431.76,467.36,497.58,55,15,17,18,57,16,18,19
25/03/2024,FALSE,TRUE,183,18,2,4,17,23/07/2023,20.72,25/02/2024,110.03,110.03,TRUE,C,500,3.78,543,2450,0.04,16,352,13,3,6,3,919.11,28.99,193.98,327.5,44,2,14,19,50,2,14,22
25/03/2024,FALSE,TRUE,183,11,1,2,5,07/07/2023,207.1,29/02/2024,105.44,105.44,TRUE,C,500,531.69,429,1800,0,0,151,12,1,3,3,1628.19,152.49,189.01,189.01,141,14,15,15,291,38,42,42
25/03/2024,FALSE,TRUE,144,11,1,1,1,11/12/2021,6.99,25/02/2024,8.25,,FALSE,G,385,2021.73,490,1750,59.59,10,385,8,0,4,3,1894.65,26.11,466.11,466.11,75,3,18,18,80,3,18,18
25/03/2024,FALSE,TRUE,198,4,3,4,4,11/01/2024,41.22,11/03/2024,34.63,34.63,TRUE,C,500,0,681,1300,0.18,0,401,21,8,3,8,1613.87,427.72,427.72,454.18,48,15,15,16,51,15,15,16
25/03/2024,FALSE,TRUE,183,30,0,0,2,25/11/2020,6.49,25/11/2023,320.36,269.3,TRUE,G,377,0.8,446,3650,233.26,6,377,14,3,4,4,1786.99,164.48,199.85,432.25,84,6,7,17,104,16,17,28
25/03/2024,FALSE,TRUE,126,1,0,0,0,31/08/2023,140.16,31/08/2023,140.16,,FALSE,F,426,0,763,8300,80.17,0,378,16,0,7,3,1433.46,35.08,130.83,337.32,135,7,20,50,151,7,20,52
25/03/2024,FALSE,TRUE,183,26,0,0,3,25/05/2021,35.27,7/12/2023,10.26,,FALSE,C,500,40.25,387,1450,296.58,0,255,10,0,3,3,1581.83,159.86,307.3,307.3,72,20,22,22,110,29,31,31
25/03/2024,FALSE,TRUE,228,13,1,1,2,17/04/2022,10.82,21/03/2024,11.99,11.99,TRUE,D,500,0,621,1100,60.21,5,312,17,2,6,6,1557.76,161.9,205.59,244.93,57,8,12,14,70,10,14,16
25/03/2024,FALSE,TRUE,159,14,3,5,8,11/04/2023,9.89,08/03/2024,81.58,81.58,TRUE,C,500,0.42,566,3400,0.02,1,388,20,6,7,5,952.81,214.14,272.42,286.65,39,7,11,12,39,7,11,12
25/03/2024,FALSE,TRUE,183,20,2,6,10,23/03/2023,19.16,20/03/2024,24.01,24.01,TRUE,C,500,0,432,3200,0.59,11,259,11,0,6,3,1336.07,69.09,230.52,239.84,88,5,15,16,103,6,18,19
25/03/2024,FALSE,TRUE,111,14,1,3,11,03/01/2023,7.51,25/02/2024,10.65,10.65,TRUE,F,420,492.57,593,4650,51.68,12,431,12,1,4,4,1334.98,147.15,147.15,163.45,86,11,11,12,107,14,14,16
25/03/2024,FALSE,TRUE,183,9,2,4,7,30/07/2023,10.01,02/03/2024,02.03,02.03,TRUE,C,500,0,350,1700,0.16,4,2,22,0,4,7,1487.01,80.83,304.03,327.02,135,9,27,31,140,9,27,31
25/03/2024,FALSE,TRUE,183,25,1,2,5,19/03/2022,3,02/03/2024,27.52,27.52,TRUE,C,500,0,645,3850,1.72,18,255,10,0,3,4,1480.9,115.55,204.36,224.76,120,14,26,28,140,14,27,29
25/03/2024,FALSE,TRUE,183,28,0,6,19,30/06/2023,12.54,02/02/2024,24.46,,FALSE,C,500,115.87,506,4050,127.35,0,232,10,1,4,4,1379.26,302.94,435.6,467.15,60,7,12,15,73,7,16,19
25/03/2024,FALSE,TRUE,159,8,0,1,6,05/08/2023,15.1,02/02/2024,40.98,33.6,TRUE,F,153,0,613,1400,7.21,1,417,8,0,3,4,13.44,0,0,0,1,0,0,0,1,0,0,0
25/03/2024,FALSE,TRUE,228,22,1,2,6,16/12/2021,7.96,07/03/2024,81.65,81.65,TRUE,D,500,0,429,2100,10.02,5,192,8,0,3,4,729.15,0,0,0,25,0,0,0,29,0,0,0
25/03/2024,FALSE,TRUE,150,8,1,3,4,26/05/2023,09.06,14/03/2024,1.6,1.6,TRUE,C,500,0,424,2650,0.14,0,296,10,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2024,FALSE,TRUE,183,29,0,3,9,31/05/2021,9.57,29/12/2023,02.08,,FALSE,C,500,0.01,535,1150,20.04,8,247,17,0,4,7,532.72,0,0,0,28,0,0,0,29,0,0,0
25/03/2024,FALSE,TRUE,144,20,1,4,4,30/08/2022,19.88,26/02/2024,117.24,117.24,TRUE,C,500,0.09,494,4400,19.24,0,471,11,2,5,3,63.97,0,0,0,2,0,0,0,2,0,0,0
25/03/2024,FALSE,TRUE,198,2,1,2,2,09/01/2024,62.1,27/02/2024,20.28,20.28,TRUE,C,500,0.12,658,1950,7.19,0,398,7,0,3,4,1146.6,0,0,0,17,0,0,0,18,0,0,0
25/03/2024,FALSE,TRUE,108,5,1,3,5,13/11/2023,102.69,10/03/2024,74.54,74.54,TRUE,G,479,0,593,7300,0,0,479,22,1,4,13,390.18,0,0,0,10,0,0,0,11,0,0,0
25/03/2024,FALSE,TRUE,198,1,1,1,1,23/02/2024,61,23/02/2024,61,,FALSE,C,500,0,559,3300,60.12,0,487,8,1,3,3,139.66,0,0,0,14,0,0,0,14,0,0,0
25/03/2024,FALSE,TRUE,183,13,2,4,7,25/10/2021,13.94,13/03/2024,17.35,17.35,TRUE,C,500,08.03,305,2250,0.08,1,273,9,0,5,3,810.71,0,0,17.14,20,0,0,1,21,0,0,1
25/03/2024,FALSE,TRUE,183,17,1,2,6,24/11/2022,15.36,29/02/2024,45.37,45.37,TRUE,C,500,0,336,3300,0.08,12,317,8,0,3,3,1719.71,0,0,41.87,73,0,0,1,77,0,0,1
25/03/2024,FALSE,TRUE,117,22,1,1,4,16/07/2020,28.77,08/03/2024,457.92,457.92,TRUE,G,501,0,642,1300,0.13,0,421,13,0,8,3,1289.04,0,0,57.55,34,0,0,4,43,0,0,4
25/03/2024,FALSE,TRUE,159,6,0,1,3,10/08/2022,67.54,30/01/2024,24.53,,FALSE,C,500,15.73,590,3600,66.57,2,311,7,0,3,3,1516.45,0,0,15.36,18,0,0,1,18,0,0,1
25/03/2024,FALSE,TRUE,159,26,1,3,7,24/09/2021,13.78,16/03/2024,60.3,60.3,TRUE,C,500,7000,492,3200,0.03,4,267,7,0,3,3,669.38,0,0,0,26,0,0,0,34,0,0,0
25/03/2024,FALSE,TRUE,198,1,0,1,1,26/01/2024,82.21,26/01/2024,82.21,57.91,TRUE,C,500,30.12,405,1450,23.69,0,367,14,0,7,4,1976.83,0,0,12.09,116,0,0,2,119,0,0,2
25/03/2024,FALSE,TRUE,159,18,5,5,7,10/05/2022,5.87,21/03/2024,2.35,2.35,TRUE,F,426,0.04,546,1650,13.29,0,473,10,0,4,6,46.77,0,0,0,4,0,0,0,6,0,0,0
25/03/2024,FALSE,TRUE,183,15,0,3,5,27/11/2022,18.81,28/01/2024,30.73,,FALSE,C,500,1.2,457,3150,72.15,0,264,8,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2024,FALSE,TRUE,159,23,11,12,15,23/02/2023,3.92,16/03/2024,03.03,03.03,TRUE,C,500,0,125,1500,83.17,1,302,11,0,5,6,157.56,0,0,0,15,0,0,0,15,0,0,0
25/03/2024,FALSE,TRUE,165,30,1,4,9,26/11/2021,1.81,13/03/2024,4.25,4.25,TRUE,G,315,114.33,405,1500,0.09,0,315,11,1,3,4,47.12,0,0,0,2,0,0,0,3,0,0,0
25/03/2024,FALSE,TRUE,144,26,0,1,4,23/10/2021,52.86,29/01/2024,10.23,,FALSE,G,251,5139.47,421,1600,272.56,0,251,25,3,4,5,1098.81,0,0,0,37,0,0,0,40,0,0,0
25/03/2024,FALSE,TRUE,144,1,0,0,1,3/12/2023,82.23,3/12/2023,82.23,24.96,TRUE,G,326,58.09,412,3100,55.84,0,326,11,0,6,3,821.52,0,0,50.9,15,0,0,1,15,0,0,1
25/03/2024,FALSE,TRUE,195,12,1,2,2,06/03/2021,2.66,06/03/2024,610.4,610.4,TRUE,D,500,0.71,634,9000,34.3,1,357,24,1,7,7,1052.61,0,0,0,16,0,0,0,16,0,0,0
25/03/2024,FALSE,TRUE,150,18,0,2,5,19/09/2022,19.02,19/02/2024,40.43,,FALSE,C,500,0,468,1700,40.08,0,336,19,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2024,FALSE,TRUE,240,5,1,2,5,9/11/2023,41.48,23/02/2024,50.99,50.99,TRUE,G,163,0,495,1550,68.18,0,413,12,0,6,3,466.44,0,0,0,23,0,0,0,25,0,0,0
25/03/2024,FALSE,TRUE,144,16,0,1,3,17/10/2021,29.41,01/02/2024,245.38,212.99,TRUE,G,516,0.68,592,1950,31.75,3,516,15,0,4,7,923.98,0,0,0,10,0,0,0,12,0,0,0
25/03/2024,FALSE,TRUE,165,12,1,4,8,16/05/2023,82.05,21/03/2024,37.03,37.03,TRUE,F,323,0,444,1250,0.03,0,263,11,0,5,4,34.19,0,0,34.19,2,0,0,2,2,0,0,2
25/03/2024,FALSE,TRUE,117,26,0,2,3,31/05/2022,28.61,13/01/2024,81.15,44.12,TRUE,G,180,0.38,556,6400,69.75,10,390,8,0,3,3,1487.16,0,0,317.77,54,0,0,4,56,0,0,4
25/03/2024,FALSE,TRUE,165,3,1,2,2,14/04/2023,82.1,17/03/2024,18.15,18.15,TRUE,G,327,0,338,1250,34.07,0,327,8,2,3,3,767.65,0,0,0,28,0,0,0,30,0,0,0
25/03/2024,FALSE,TRUE,144,29,2,4,9,05/07/2021,10,02/03/2024,82.22,82.22,TRUE,G,306,4.48,509,800,6.52,0,306,15,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2024,FALSE,TRUE,144,20,0,2,3,23/08/2021,36.98,19/02/2024,99.98,99.98,TRUE,C,500,0,428,3650,0.05,1,425,10,1,4,4,917.88,0,0,0,26,0,0,0,26,0,0,0
25/03/2024,FALSE,TRUE,159,9,0,0,1,15/02/2023,0.98,25/11/2023,10.28,,FALSE,C,500,0,458,1000,10.02,0,431,10,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2024,FALSE,TRUE,228,28,1,2,5,29/08/2021,58.91,01/03/2024,31.54,31.54,TRUE,D,500,0,578,1550,0.12,0,461,12,1,3,6,96.79,0,0,0,2,0,0,0,2,0,0,0
25/03/2024,FALSE,TRUE,117,29,0,0,1,02/02/2021,9.76,2/10/2023,202.48,41.49,TRUE,G,429,95.01,658,3700,1237.56,0,429,13,1,4,3,38.1,0,0,0,1,0,0,0,1,0,0,0
25/03/2024,FALSE,TRUE,198,2,1,1,2,12/12/2023,61.17,29/02/2024,60.92,30.44,TRUE,D,443,605.22,564,3200,30.08,0,443,7,0,3,3,111.92,0,0,0,5,0,0,0,5,0,0,0
25/03/2024,FALSE,TRUE,183,25,1,1,3,17/05/2022,98.47,07/03/2024,61.22,61.22,TRUE,G,237,264.3,346,3300,60.12,0,237,11,0,3,3,41.24,0,0,0,2,0,0,0,2,0,0,0
25/03/2024,FALSE,TRUE,183,9,0,1,2,19/11/2021,8.93,23/01/2024,19.24,15.77,TRUE,C,500,45.04,364,2100,26.03,0,307,7,0,3,3,305.04,0,0,0,4,0,0,0,4,0,0,0
25/03/2024,FALSE,TRUE,228,1,0,0,0,08/06/2023,41.49,08/06/2023,41.49,,FALSE,D,500,0.61,293,1250,60.12,0,291,6,0,3,3,293.28,0,0,0,3,0,0,0,3,0,0,0
25/03/2024,FALSE,TRUE,159,20,0,1,2,12/11/2021,2.79,31/12/2023,10.38,,FALSE,G,446,0.69,638,2300,250.52,1,496,12,0,3,9,579.41,0,0,0,16,0,0,0,16,0,0,0
25/03/2024,FALSE,TRUE,183,22,1,3,5,13/08/2022,3.94,02/03/2024,18.29,18.29,TRUE,C,500,0,424,1150,01.05,5,248,8,1,4,3,314.15,0,0,0,9,0,0,0,10,0,0,0
25/03/2024,FALSE,TRUE,228,17,2,4,7,8/11/2022,4.61,23/03/2024,39.92,39.92,TRUE,D,500,0,367,3400,0.07,1,264,19,2,5,6,843.33,0,0,0,23,0,0,0,25,0,0,0
25/03/2024,FALSE,TRUE,228,12,1,3,7,7/11/2022,26.52,28/02/2024,76.44,76.44,TRUE,D,500,0,430,2500,0.07,1,262,23,2,5,6,1079.81,0,0,0,19,0,0,0,19,0,0,0
25/03/2024,FALSE,TRUE,198,6,2,3,6,25/10/2023,60.58,10/03/2024,06.07,06.07,TRUE,C,500,0.04,300,1350,0.71,0,280,11,0,4,4,77.57,0,0,0,4,0,0,0,4,0,0,0
25/03/2024,FALSE,TRUE,117,14,3,5,9,24/06/2021,3.3,13/03/2024,41.61,41.61,TRUE,G,454,1.47,795,1200,450.41,0,454,20,1,6,8,304.32,0,0,0,8,0,0,0,10,0,0,0
25/03/2024,TRUE,TRUE,150,7,1,2,4,30/05/2023,97.08,04/03/2024,75.13,75.13,TRUE,C,500,0.38,459,11600,0.05,0,252,9,2,3,3,1114.4,0,0,0,20,0,0,0,20,0,0,0
25/03/2024,FALSE,TRUE,240,14,0,1,1,12/03/2022,63.93,05/02/2024,40.61,,FALSE,G,505,9.21,588,13200,40.08,10,505,10,0,5,3,1940.45,0,0,0,30,0,0,0,31,0,0,0
25/03/2024,FALSE,TRUE,144,5,0,0,2,27/02/2023,37.77,19/12/2023,81.54,,FALSE,D,284,144.9,639,2150,80.17,2,289,14,0,6,4,1478.76,0,0,0,42,0,0,0,45,0,0,0
25/03/2024,FALSE,TRUE,183,30,1,3,5,20/01/2022,6.41,28/02/2024,10.55,10.55,TRUE,F,204,0,351,1450,0.08,0,215,15,0,3,6,692.6,0,0,18.66,31,0,0,3,31,0,0,3
25/03/2024,FALSE,TRUE,144,9,3,4,9,7/11/2023,82.32,17/03/2024,20.14,20.14,TRUE,F,148,06.05,630,1700,40.08,0,410,12,0,4,4,112.54,0,0,0,4,0,0,0,4,0,0,0
25/03/2024,FALSE,TRUE,183,8,1,4,6,18/06/2023,20.9,06/03/2024,16.31,16.31,TRUE,C,500,0.52,339,1600,1.53,2,112,16,0,3,7,255.66,0,0,0,8,0,0,0,9,0,0,0
25/03/2024,TRUE,TRUE,159,22,0,1,3,06/09/2021,50.53,05/02/2024,58.18,56.77,TRUE,C,500,14.02,391,4850,17.07,4,350,8,0,3,3,907.6,0,0,0,27,0,0,0,34,0,0,0
25/03/2024,FALSE,TRUE,228,12,0,0,2,21/05/2021,30.28,24/12/2023,124.26,,FALSE,D,500,0.83,404,2800,192.4,2,194,15,1,7,5,1698.26,0,0,0,27,0,0,0,27,0,0,0
25/03/2024,FALSE,TRUE,183,25,1,3,5,7/12/2021,62.38,09/03/2024,27.92,27.92,TRUE,C,500,0,464,1650,0.13,0,255,11,1,5,3,431.17,0,0,0,11,0,0,0,12,0,0,0
25/03/2024,FALSE,TRUE,183,20,2,4,6,13/12/2021,9,12/03/2024,20.23,20.23,TRUE,C,500,0,378,1150,20.04,0,317,10,0,4,5,354.54,0,0,30.45,10,0,0,1,10,0,0,1
25/03/2024,FALSE,TRUE,183,21,1,2,6,8/12/2022,28.78,02/03/2024,13.27,13.27,TRUE,C,500,0,430,1150,0.09,0,277,15,2,3,8,110.84,0,0,0,11,0,0,0,11,0,0,0
25/03/2024,FALSE,TRUE,144,20,0,1,4,15/05/2022,1.95,21/02/2024,164.18,140.64,TRUE,G,245,2000,170,1300,15.03,5,245,12,0,3,6,854.56,0,0,30.07,20,0,0,1,21,0,0,1
25/03/2024,FALSE,TRUE,228,13,1,3,6,7/12/2022,77.27,19/03/2024,36.87,36.87,TRUE,D,500,0.6,396,3900,0.13,0,219,19,3,5,5,21.65,0,0,0,1,0,0,0,1,0,0,0
25/03/2024,FALSE,TRUE,144,20,1,8,12,3/10/2022,20.33,20/03/2024,39.99,39.99,TRUE,C,500,44.51,417,2750,29.19,7,302,7,0,4,3,390.46,0,0,9.14,18,0,0,1,18,0,0,1
25/03/2024,FALSE,TRUE,183,3,1,2,2,15/09/2023,103.94,17/03/2024,110.42,110.42,TRUE,C,500,20.57,463,3100,0.14,0,316,10,0,3,5,48.32,0,0,0,3,0,0,0,3,0,0,0
25/03/2024,FALSE,TRUE,198,7,0,3,7,17/11/2023,20.71,02/02/2024,20.42,11.13,TRUE,C,500,0,560,2450,55.45,0,454,7,0,3,3,1623.64,0,0,215.05,48,0,0,3,76,0,0,3
25/03/2024,FALSE,TRUE,183,21,1,3,6,22/09/2022,24.65,16/03/2024,28.02,28.02,TRUE,C,500,0,547,2150,0.01,1,377,21,7,6,5,1168.64,0,0,0,33,0,0,0,39,0,0,0
25/03/2024,FALSE,TRUE,117,16,1,3,9,17/06/2023,104.43,07/03/2024,59.51,59.51,TRUE,G,466,0.15,563,2950,0.05,10,466,15,2,5,5,1344.51,0,0,0,75,0,0,0,87,0,0,0
25/03/2024,FALSE,TRUE,159,9,0,1,2,06/01/2022,5.33,16/02/2024,72.01,67.42,TRUE,F,392,396.6,436,1650,10.02,3,450,9,1,3,3,1760.98,0,0,0,41,0,0,0,47,0,0,0
25/03/2024,FALSE,TRUE,183,13,1,3,7,04/07/2023,54.64,09/03/2024,119.6,119.6,TRUE,C,500,0,468,3050,0.06,7,349,8,0,4,3,834.25,0,0,29.12,27,0,0,1,27,0,0,1
25/03/2024,FALSE,TRUE,159,8,1,1,2,19/01/2021,36.02,03/03/2024,20.28,9.97,TRUE,G,159,0,567,1700,10.19,5,439,11,1,4,6,487.43,0,0,23.82,33,0,0,1,42,0,0,1
25/03/2024,TRUE,TRUE,159,21,0,2,3,18/03/2022,36.72,21/01/2024,8.87,,FALSE,C,500,0,593,2100,20.44,14,450,7,0,3,3,1349.8,0,0,73.53,63,0,0,4,66,0,0,4
25/03/2024,FALSE,TRUE,183,17,2,4,6,3/10/2022,29.16,13/03/2024,15.41,15.41,TRUE,G,194,0,358,1600,0.12,0,194,10,0,3,7,28.57,0,0,0,1,0,0,0,1,0,0,0
25/03/2024,TRUE,TRUE,159,15,1,2,6,30/10/2022,2.83,29/02/2024,70.45,70.45,TRUE,C,500,0,424,1200,0.2,0,366,15,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2024,TRUE,TRUE,159,12,1,4,8,20/06/2023,18.91,21/03/2024,8.79,8.79,TRUE,C,500,0.01,400,3850,0.19,4,416,8,0,4,3,379.55,0,0,0,21,0,0,0,21,0,0,0
25/03/2024,FALSE,TRUE,183,12,2,4,8,14/11/2022,6.54,22/03/2024,40.37,40.37,TRUE,C,500,0,287,2050,68.14,4,319,11,1,6,4,211.44,0,0,0,8,0,0,0,8,0,0,0
25/03/2024,FALSE,TRUE,183,20,1,3,7,8/10/2021,112,06/03/2024,40.86,40.86,TRUE,F,380,0,490,4400,5.66,4,356,13,0,3,5,1885.19,0,0,42.12,98,0,0,2,110,0,0,2
25/03/2024,TRUE,TRUE,150,9,0,3,4,27/09/2022,75.09,15/02/2024,82.32,78.57,TRUE,C,500,0.02,590,3400,19.69,0,389,14,0,4,5,1073.35,0,0,170.96,18,0,0,2,25,0,0,2
25/03/2024,FALSE,TRUE,108,2,0,1,2,21/12/2023,170.08,22/02/2024,47.38,24.18,TRUE,G,401,0.41,582,1550,49,0,413,12,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0
25/03/2024,TRUE,TRUE,159,23,0,0,0,05/08/2021,9.78,02/09/2023,47.81,30.87,TRUE,C,500,0,445,3800,24.65,7,226,8,0,3,5,1011.16,0,0,0,44,0,0,0,48,0,0,0
